id,name,ppOld,ppNew,ppDiff,minuteUpdated
9505131,Dezku,14734.4,14027.26,-616,29789843
10056419,PaintedKoala,13950.8,14020.92,1816,29789845
9088637,fireblaze3028,14910.3,14020.60,-1094,29789843
13959253,Zucchiniii,13392.7,14020.25,4305,29789847
10826957,escace,13663.7,14020.13,4543,29789846
4100604,Area,13688.6,14019.74,3618,29789846
13212181,Zanzabar,15132.1,14017.11,-1072,29789842
6407282,helvetia,14280.5,14013.08,22,29789844
16338421,Relixto,14794.3,14013.05,-1208,29789843
9523661,Tabletti,13371.1,14012.73,2346,29789847
15640483,viniosu5654,14474.7,14007.14,108,29789843
5919819,Woofel,14686,14003.59,-166,29789843
10909049,Crestive,14325.5,14002.24,-406,29789844
13865320,milosz kitten,14246.3,13998.49,791,29789844
7774709,Gigi8974,14585.9,13997.78,-681,29789843
9818947,Zpinxx,14171.9,13996.89,683,29789844
9508600,wukioh,14523.4,13993.35,-260,29789843
19514891,BOSNIATRUCKER13,14907.3,13991.10,-1905,29789843
11533034,Timpower,14458.6,13990.77,43,29789844
25626082,Satsukiiii,14123.5,13990.46,1062,29789845
12796317,oPixay,14179.1,13989.01,859,29789844
8702650,Isak-,14996.3,13985.79,-1583,29789843
12346126,iwi,14988.1,13982.72,-1275,29789843
10343292,mint breeze,13802.4,13962.82,2691,29789846
8218797,Mitake,14332.2,13960.89,906,29789844
11388931,sniperelite,14544.5,13959.97,-346,29789843
17213856,huyanh68,14425.2,13958.45,-450,29789844
13674788,kaguno sora,14359.7,13951.00,-86,29789844
3641404,uyghti,14307.4,13950.15,487,29789844
5798349,Jageko,14334.9,13948.00,-272,29789844
8429128,-Karu,14200.8,13947.14,1096,29789844
8671241,rip fc,14390.3,13943.57,-87,29789844
11456186,nevergrace,14457.6,13941.40,575,29789844
16512684,towny1,14597.9,13936.65,-1341,29789843
9665206,kirby mix,14111.1,13935.39,1321,29789845
15802126,Nederland,14303,13934.74,253,29789844
7477458,Jordan The Bear,14102.5,13933.48,1070,29789845
9961301,Daisuke Narotan,14459.5,13925.57,371,29789844
16509171,uatzap,14586.3,13924.21,-470,29789843
16227745,F2X,14114.1,13923.53,756,29789845
7422021,Lane,13886,13923.15,2123,29789845
8629003,Good Boyy,14778.3,13921.18,-1317,29789843
9633734,Mihato Kano,13901,13920.77,1928,29789845
7344333,afe,14690.4,13918.50,-589,29789843
11478426,Dri3x,14354.3,13916.95,-61,29789844
13469141,iamconsistent,13776.7,13915.51,2098,29789846
10630304,mental illness,14082.7,13915.27,2269,29789845
14689295,Misaka Mikoto,13945.8,13911.39,1706,29789845
25964641,xadrr,14846.1,13908.38,-1389,29789843
16774872,skia1,13738,13905.47,2657,29789846
9106690,-Petar,14438.4,13902.06,-698,29789844
9494931,Julla,14441.2,13901.89,-247,29789844
11836334,Nev-,14759,13901.88,-422,29789843
7790974,Ryzeren,14529,13892.88,-628,29789843
1987591,Rosemi Lovelock,13474.4,13892.61,3696,29789847
10126088,zaguh,13687.8,13892.33,1831,29789846
895581,-GN,13536.9,13887.26,3426,29789846
25417051,-hayni,14497.1,13886.74,-699,29789843
29182741,_Fabulous_,13995.6,13885.74,1038,29789845
3189069,dnfd,14423.6,13879.68,-267,29789844
15537480,VIaddex,14658,13879.34,-804,29789843
9138046,Tokii,13654.2,13877.13,3399,29789846
9961743,-Mikeyy,14346.5,13860.87,31,29789844
11959709,CallMeRed,13635.2,13856.21,3422,29789846
5593865,ninjavis,14345.8,13854.70,-288,29789844
12482253,Danini,13980.8,13846.31,1206,29789845
12063160,ren george,13959.5,13846.23,1817,29789845
11320627,Bouquetdor,13990.6,13845.79,647,29789845
17468193,sinawys,14276.9,13840.96,930,29789844
19605558,zonamu,14635.4,13840.38,-910,29789843
25491754,tas123,14505.5,13839.59,-436,29789843
