id,name,ppOld,ppNew,ppDiff,minuteUpdated
13207200,KakuroLikez,7446.27,6868.25,-86,28824067
8163369,YouTube Video,7472.94,6867.88,184,28824067
31448657,Ruizu_,7387.05,6867.88,-298,28824068
16586663,[GB]ChickenGold,7276.9,6867.86,605,28824070
23198973,L3G_Neptune,7327.11,6866.65,135,28824069
4397151,SpiderCows,7489.52,6866.63,-103,28824067
19554220,DiegoDios911,7467.06,6866.63,-148,28824067
19843720,Perko_cowboy,7426.32,6866.53,-92,28824068
15891785,Flight370,7478.27,6866.39,-136,28824067
9622537,DiamondSplash,7441.72,6865.59,75,28824067
22050658,PK3R,7551.7,6865.16,-505,28824066
29276933,RobloxGodGuest1,7468.68,6865.10,-341,28824067
11715261,ANTOIDO,7253.01,6864.71,472,28824070
1325159,Edison,7334.66,6864.58,397,28824069
7353351,Rolva,7444.37,6864.44,171,28824067
